"Código Produto";"Produto";"CGO";"Quantidade";"Valor Bruto";"Valor Liquido"
"19396";"IOG CAROLINA C POLPA 450G ABA";"800";"168,000";"1.691,72";"1.691,72"
"19397";"IOG CAROLINA C POLPA 450G ACAI";"800";"217,000";"2.349,43";"2.349,43"
"19398";"IOG CAROLINA C POLPA 450G BLUE";"800";"122,000";"1.314,78";"1.314,78"
"19399";"IOG CAROLINA C POLPA 450G COCO";"800";"96,000";"966,94";"966,94"
"19400";"IOG CAROLINA C POLPA 450G F VE";"800";"262,000";"2.828,08";"2.828,08"
"19401";"IOG CAROLINA C POLPA 450G MOR";"800";"314,000";"3.425,76";"3.421,46"
"19402";"IOG CAROLINA DESNATADO 160G";"800";"157,000";"576,43";"576,43"
"19403";"IOG CAROLINA DESNATADO C MEL 160G";"800";"127,000";"463,33";"463,33"
"36146";"IOG CAROLINA GF 800G BATIDO";"800";"19,000";"221,81";"221,81"
"36168";"IOG CAROLINA GF 800G MEL";"800";"45,000";"520,55";"520,55"
"19405";"IOG CAROLINA GRECO 90G FLOCOS";"800";"109,000";"325,91";"325,91"
"36159";"IOG CAROLINA GREGO 450G ABAC COCO";"800";"154,000";"1.767,56";"1.753,56"
"36167";"IOG CAROLINA GREGO 450G ACAI BANANA";"800";"123,000";"1.515,27";"1.515,27"
"19406";"IOG CAROLINA GREGO 90G ACAI BANANA";"800";"256,000";"796,04";"796,04"
"19407";"IOG CAROLINA GREGO 90G FRU VERM";"800";"411,000";"1.267,89";"1.267,89"
"19408";"IOG CAROLINA GREGO 90G MARACUJA";"800";"318,000";"988,02";"988,02"
"19409";"IOG CAROLINA GREGO 90G MORANGO";"800";"397,000";"1.236,83";"1.236,83"
"19410";"IOG CAROLINA GREGO 90G TRADICIONAL";"800";"298,000";"893,30";"893,30"
"19411";"IOG CAROLINA INTEGRAL 160G";"800";"449,000";"1.670,21";"1.670,21"
"19413";"IOG CAROLINA LAVITA 150G AMEIXA";"800";"176,000";"668,74";"668,74"
"19414";"IOG CAROLINA LAVITA 800G MORANGO";"800";"237,000";"3.359,43";"3.359,43"
"19416";"IOG CAROLINA LAVITA ZERO 800G AMEIXA";"800";"124,000";"1.797,96";"1.797,96"
"19417";"IOG CAROLINA NAT 450G INTEGRAL";"800";"309,000";"3.633,91";"3.633,91"
"19418";"IOG CAROLINA PEDACOS 100G ABACAXI COCO";"800";"93,000";"278,57";"278,57"
"19420";"IOG CAROLINA PEDACOS 100G BLUE AMORA";"800";"70,000";"230,30";"230,30"
"19421";"IOG CAROLINA PEDACOS 100G COCO";"800";"91,000";"280,49";"280,49"
"19422";"IOG CAROLINA PEDACOS 100G F VERMS";"800";"191,000";"580,09";"580,09"
"19423";"IOG CAROLINA PEDACOS 100G MORANGO";"800";"261,000";"807,09";"806,19"
"19424";"IOG CAROLINA SEMI DESN 90G MOR";"800";"422,000";"1.869,28";"1.868,58"
"19425";"IOG CAROLINA SEMI DESN 90G SALAD FRUT";"800";"149,000";"689,01";"689,01"
"19426";"IOG CAROLINA WHEY 160G ACAI BANANA";"800";"117,000";"909,63";"909,63"
"19430";"IOG DANONE 1250G MORANGO";"800";"102,000";"2.596,58";"2.596,58"
"6399";"IOG DANONE 160G NAT INT LAR CEN MEL";"800";"14,000";"64,46";"64,46"
"6400";"IOG DANONE 160G NAT INT MEL";"800";"24,000";"112,96";"112,96"
"6402";"IOG DANONE 160G NATURAL DESNATADO";"800";"147,000";"749,43";"749,43"
"6401";"IOG DANONE 160G NATURAL INTEGRAL";"800";"37,000";"178,21";"178,21"
"6404";"IOG DANONE 170G MORANGO";"800";"171,000";"836,19";"836,19"
"6405";"IOG DANONE 510G POLPA KIDS MORANGO";"800";"119,000";"1.138,91";"1.138,91"
"6767";"IOG DANONE ACTIVIA 170G MORANGO";"800";"12,000";"58,68";"58,68"
"6760";"IOG DANONE ACTIVIA 340G AVEIA";"800";"38,000";"547,44";"547,44"
"19431";"IOG DANONE ACTIVIA 340G POLPA MOR";"800";"48,000";"724,98";"724,98"
"19432";"IOG DANONE ACTIVIA 510G AMEIXA";"800";"47,000";"818,53";"812,53"
"6371";"IOG DANONE ACTIVIA 800G AMEIXA";"800";"97,000";"1.620,23";"1.620,23"
"6373";"IOG DANONE ACTIVIA 800G MORANGO";"800";"75,000";"1.336,25";"1.336,25"
"6825";"IOG DANONE ACTIVIA CAFE MANHA 170G QUINOA E FR VRM";"800";"62,000";"516,38";"516,38"
"6762";"IOG DANONE ACTIVIA POLPA 510G MAMAO CEREAL";"800";"42,000";"839,58";"839,58"
"6412";"IOG DANONINHO DANONE 100G MORANGO";"800";"275,000";"920,85";"920,85"
"19435";"IOG ELEGE BOB 100G VITAMINA FRUTAS";"800";"826,000";"3.295,74";"3.295,72"
"6414";"IOG ELEGE BOB ESPONJA 100G MORANGO";"800";"1.397,000";"5.574,03";"5.574,03"
"6524";"IOG ELEGE PETIT 320G MORANGO";"800";"566,000";"5.566,34";"5.566,34"
"6520";"IOG ELEGE PETIT BOB 320G BANANA";"800";"357,000";"3.172,23";"3.172,23"
"6521";"IOG ELEGE PETIT BOB 320G MORANGO";"800";"675,000";"5.871,45";"5.870,65"
"6413";"IOG ELEGE POLPA 510G MOR VIT";"800";"459,000";"4.513,41";"4.513,41"
"6421";"IOG GREGO BATAVO 100G TRADICIONAL";"800";"473,000";"1.652,97";"1.652,97"
"6423";"IOG GREGO BATAVO 450G MORANGO";"800";"302,000";"4.239,38";"4.239,38"
"6424";"IOG GREGO BATAVO 450G TRADICIONAL";"800";"297,000";"4.234,23";"4.234,23"
"6425";"IOG GREGO BATAVO 510G BDJ MORANGO";"800";"117,000";"1.824,63";"1.824,63"
"6426";"IOG GREGO BATAVO 90G FLOCOS";"800";"147,000";"472,93";"472,93"
"19436";"IOG GREGO CAROLINA 450G FLOCOS";"800";"286,000";"3.340,50";"3.340,50"
"19437";"IOG GREGO CAROLINA 450G MORANGO";"800";"197,000";"2.437,13";"2.437,13"
"19438";"IOG GREGO CAROLINA 450G TRADICIONAL";"800";"316,000";"3.611,14";"3.611,14"
"6440";"IOG GREGO PENSE ZERO BATAVO 450G MOR";"800";"161,000";"2.114,99";"2.114,99"
"9635";"IOG LIQ BATAVO 170G FRUTAS CEREAIS";"800";"390,000";"1.277,30";"1.277,30"
"37795";"IOG NATURAL BATAVO 160G MORANGO";"800";"37,000";"147,63";"147,63"
"6497";"IOG NUV BATAVO 100G FRUTAS VERMELH";"800";"392,000";"1.168,98";"1.168,38"
"6498";"IOG NUV BATAVO 100G MORANGO";"800";"387,000";"1.161,93";"1.161,33"
"6499";"IOG NUV BATAVO 100G PESSEG E DAMASC";"800";"385,000";"1.089,95";"1.089,95"
"6500";"IOG NUV BATAVO 100G TRADICIONAL";"800";"225,000";"606,85";"605,05"
"6501";"IOG NUV BATAVO 100G ZERO FRUTAS AMARELAS";"800";"360,000";"1.019,70";"1.019,70"
"6502";"IOG NUV BATAVO 100G ZERO FRUTAS VERMELHA";"800";"288,000";"755,62";"755,62"
"6503";"IOG NUV BATAVO 450G MORANGO";"800";"9,000";"125,11";"125,11"
"6504";"IOG NUV BATAVO 450G TRADICIONAL";"800";"23,000";"318,97";"318,97"
"35268";"IOG PARMALAT FIT 100G COCO";"800";"36,000";"221,14";"221,14"
"19449";"IOG PARMALAT FIT 120G COCO";"800";"146,000";"647,14";"647,14"
"19450";"IOG PARMALAT FIT 120G MOR";"800";"314,000";"1.322,06";"1.322,06"
"37785";"IOG PARMALAT FIT 850G COCO";"800";"59,000";"1.152,41";"1.152,41"
"37782";"IOG PARMALAT FIT 850G MORANGO";"800";"48,000";"965,52";"965,52"
"9671";"IOG PARMALAT ZR 120G TRADICIONAL";"800";"148,000";"657,72";"657,72"
"6508";"IOG PED FRUTA BATAVO 450G ABACAXI";"800";"66,000";"941,94";"941,94"
"6510";"IOG PED FRUTA BATAVO 450G COCO";"800";"60,000";"849,00";"849,00"
"6512";"IOG PED FRUTA BATAVO 450G MORANGO";"800";"170,000";"2.432,30";"2.432,30"
"6509";"IOG PED FRUTA BATAVO 450G PESSEGO";"800";"44,000";"633,56";"633,56"
"37793";"IOG PENSE ZERO 510G AMEIXA";"800";"85,000";"1.070,35";"1.070,35"
"6513";"IOG PENSE ZERO BATAVO 1150G AMEIXA";"800";"203,000";"4.049,97";"4.049,97"
"6514";"IOG PENSE ZERO BATAVO 1150G BATIDO";"800";"84,000";"1.652,16";"1.652,16"
"6515";"IOG PENSE ZERO BATAVO 1150G MORANGO";"800";"325,000";"6.438,75";"6.438,75"
"6517";"IOG PENSE ZERO BATAVO 450G MOR";"800";"148,000";"2.101,12";"2.101,12"
"6518";"IOG PENSE ZERO BATAVO 510G GREGO";"800";"161,000";"2.458,99";"2.458,99"
"6519";"IOG PENSE ZERO BATAVO 510G MOR";"800";"223,000";"2.757,37";"2.757,37"
"5407";"IOG PETIT DANONINHO DANONE 320G MORANGO";"800";"127,000";"1.861,73";"1.861,73"
"5408";"IOG PETIT DANONINHO DANONE 320G MULTI";"800";"203,000";"3.042,97";"3.042,97"
"19451";"IOG PETIT SUISSE CAROLINA 320G";"800";"441,000";"3.629,19";"3.629,19"
"19452";"IOG PETIT SUISSE CAROLINA 320G MOR MACA BANAN";"800";"279,000";"2.300,61";"2.300,61"
"19453";"IOG PETIT SUISSE CAROLINA 320G UVA";"800";"120,000";"987,60";"987,60"
"5410";"IOG PRA LEVAR DANONINHO DANONE 70G MORANGO";"800";"23,000";"126,27";"126,27"
"6536";"IOG PROBIO2 BATAVO 1150G AMEIXA";"800";"59,000";"1.192,41";"1.192,41"
"6537";"IOG PROBIO2 BATAVO 1150G MORANGO";"800";"67,000";"1.332,33";"1.332,33"
"6538";"IOG PROBIO2 BATAVO 1150G TRADICIONAL";"800";"43,000";"847,57";"847,57"
"6544";"IOG PROBIO2 BATAVO 510G BDJ AMEIXA TRADIC";"800";"36,000";"536,04";"536,04"
"6375";"IOG SANTA CLARA ZERO LACT 165G MORANGO";"800";"108,000";"384,12";"384,12"
"6547";"IOG STA CLARA 165G MEL";"800";"48,000";"209,02";"209,02"
"6548";"IOG STA CLARA 165G MORANGO";"800";"59,000";"253,81";"253,81"
"6549";"IOG STA CLARA 165G NATURAL DESN";"800";"28,000";"131,32";"131,32"
"6550";"IOG STA CLARA 165G NATURAL INT";"800";"200,000";"938,00";"938,00"
"6551";"IOG STA CLARA 170G COCO";"800";"42,000";"158,38";"158,38"
"6552";"IOG STA CLARA 170G FRUTAS VERMELHA";"800";"72,000";"270,88";"270,88"
"6553";"IOG STA CLARA 170G MORANGO";"800";"270,000";"1.025,30";"1.025,30"
"19444";"IOG STA CLARA CP 165G F VERM";"800";"70,000";"358,40";"358,40"
"19445";"IOG STA CLARA CP 165G MOR";"800";"87,000";"456,63";"456,63"
"19446";"IOG STA CLARA ZERO LACT 165G COCO";"800";"26,000";"121,14";"121,14"
"6554";"IOG SURPRESA BATAVO 110G MORANGO";"800";"452,000";"2.601,88";"2.601,88"
"6555";"IOG TIROL 160G INT LAR CEN MEL";"800";"118,000";"391,42";"391,42"
"6557";"IOG TIROL 160G NAT DESNATADO";"800";"211,000";"640,29";"640,29"
"6558";"IOG TIROL 160G NAT INTEGRAL";"800";"563,000";"1.790,77";"1.790,77"
"9676";"IOG TIROL 830G FRUTAS CEREAIS";"800";"132,000";"1.543,08";"1.543,08"
"31222";"IOG TIROL BDJ 480G MORANGO";"800";"315,000";"2.201,85";"2.201,85"
"6561";"IOG TIROL GF 830G MORANGO";"800";"151,000";"1.730,61";"1.727,91"
"6563";"IOG TIROL GF 830G ZERO DIET COCO";"800";"96,000";"1.262,64";"1.262,64"
"6564";"IOG TIROL GF 830G ZERO DIET MORANGO";"800";"103,000";"1.430,67";"1.430,67"
"6562";"IOG TIROL GF 830G ZERO LAC MORANGO";"800";"51,000";"703,29";"703,29"
"31226";"IOG TIROL PED PT 400G COCO";"800";"114,000";"920,86";"920,86"
"6559";"IOG TIROL PT 400G ABACAXI";"800";"277,000";"2.456,03";"2.456,03"
"6560";"IOG TIROL PT 400G MORANGO";"800";"475,000";"4.260,85";"4.260,85"
"19447";"IOG TIROL SC 900G COCO";"800";"72,000";"756,24";"756,24"
"19448";"IOG TIROL SC 900G MOR";"800";"274,000";"2.755,62";"2.750,62"
"31825";"IPAPEL HIG NEVE TOQUE SEDA 30M C 12";"800";"27,000";"755,73";"755,73"
"9679";"ISCAS EMP AURORA TRADICIONAL 275G";"800";"273,000";"4.441,47";"4.441,47"
"8056";"ISECANTE ABRILHANTADOR FINISH 250ML";"800";"1,000";"53,99";"53,99"
"8063";"ISEMENTE FELTRIN ABOBRINHA ITALIANA";"800";"12,000";"35,88";"35,88"
"19455";"ISQUEIRO BIC CHAMA MAXI J6";"800";"299,000";"2.647,71";"2.647,71"
"19456";"ISQUEIRO BIC MINI";"800";"287,000";"1.891,33";"1.891,33"
"11258";"JACA";"800";"0,532";"11,70";"11,70"
"38181";"JARDINEIRA PRETO 35CM";"800";"3,000";"32,97";"32,97"
"2470";"JARDINERA ODERICH LT 200G 4 LEGUMES";"800";"875,000";"4.772,85";"4.772,85"
"33485";"JARRA 1L MEDIDORA";"800";"29,000";"406,71";"404,71"
"19462";"JARRA C 4 CPS SANREMO PLAST 2L ";"800";"1,000";"29,99";"29,99"
"34449";"JARRA MARACATU 1560ML";"800";"26,000";"519,74";"519,74"
"33768";"JARRA MEDIDORA 500 ML VIDRO";"800";"2,000";"57,98";"57,98"
"9683";"JARRA PLASVALE TRANSP 1L ";"800";"3,000";"29,97";"29,97"
"9684";"JARRA SANREMO 1 1L 791 2";"800";"1,000";"14,99";"14,99"
"6581";"JARRA SANREMO 2L SR788 5";"800";"2,000";"35,98";"35,98"
"6583";"JARRA SANREMO MULTIUSO 2L 790 2 ";"800";"2,000";"43,98";"43,98"
"35317";"JARRA SANREMO OVAL 2L";"800";"9,000";"233,91";"233,91"
"35977";"JARRA SANREMO OVAL PEQ 780 2";"800";"2,000";"43,98";"43,98"
"37154";"JARRA VIDRO 1L";"800";"30,000";"479,70";"479,70"
"33741";"JARRA VIDRO 500ML";"800";"4,000";"51,96";"51,96"
"19479";"JARRA VIDRO SAFIRA 1L";"800";"1,000";"12,99";"12,99"
"19483";"JG 2 PC PORTA SAB LIQUIDO";"800";"3,000";"56,97";"56,97"
"37174";"JG 2 POTES VIDRO C TAMPA ORT 360ML";"800";"16,000";"287,84";"287,84"
"19485";"JG 3 PC TAP COLORS LUXO P/BANHEIRO";"800";"2,000";"135,98";"135,98"
"19486";"JG 3 PC TAP COLORS P/BANHEIRO";"800";"2,000";"99,80";"99,80"
"19490";"JG BANHEIRO CORTTEX GENEBRA 2PC";"800";"26,000";"1.427,40";"1.422,40"
"19491";"JG BINGO 50 CARTELAS";"800";"1,000";"38,99";"38,99"
"19492";"JG BINGO 50 CARTELAS 90 BOL";"800";"2,000";"39,98";"39,98"
"37085";"JG C 2 CHAVES 1 FENDA PHILLIPS";"800";"15,000";"254,85";"254,85"
"38228";"JG CABIDES INF VELUDO AZL C3 PCS";"800";"8,000";"79,92";"79,92"
"38230";"JG CABIDES INF VELUDO RSA C3 PCS";"800";"12,000";"119,88";"119,88"
"19495";"JG CALCULE BRINCANDO MUNDO CURIOSO";"800";"1,000";"19,99";"19,99"
"33836";"JG CAMA CASAL CORTTEX MICROTEC SORT 9";"800";"31,000";"2.259,90";"2.087,90"
"33835";"JG CAMA CASAL CORTTEX SUPERCAL SORT 3";"800";"37,000";"1.994,30";"1.986,39"
"33999";"JG CAMA CASAL ESSENCIALE CORTTEX SORT3";"800";"6,000";"629,40";"629,40"
"19499";"JG CAMA CASAL MICROFIBRA 3PC 150F";"800";"2,000";"85,98";"85,98"
"19500";"JG CAMA CORTTEX CASAL SUPERCAL";"800";"1,000";"49,90";"49,90"
"19501";"JG CAMA CORTTEX QUEEN SUPERCAL";"800";"42,000";"2.935,80";"2.935,80"
"19503";"JG CAMA ESSENCIALE CORTTEX SORT-EST 5 CS";"800";"2,000";"239,80";"239,80"
"33225";"JG CAMA QUEEN SUPERCAL CORTTEX SORT EST 3";"800";"1,000";"58,90";"58,90"
"19507";"JG CAMA SOLT ACETINADO 2PC LISO AZUL";"800";"1,000";"57,69";"57,69"
"19510";"JG CAMA SOLT ACETINADO 2PC SLIM DUNE";"800";"1,000";"57,69";"57,69"
"19513";"JG CAMA SOLT MICROFIBRA 2PC 150F";"800";"5,000";"169,95";"169,95"
"35985";"JG CAMA SOLT SUPERCAL CORTTEX SORT3";"800";"18,000";"790,20";"790,20"
"34989";"JG CAMA SOLTEIRO SUPERCAL SORT 2";"800";"9,000";"395,91";"395,91"
"19514";"JG CANS VERONA 350ML F0168 ";"800";"1,000";"23,99";"23,99"
"19516";"JG CARTAS COPAG EU VI PRINCESAS";"800";"1,000";"25,99";"25,99"
"19519";"JG CARTAS COPAG MONOPOLY BID";"800";"1,000";"25,99";"25,99"
"33415";"JG CHUIRRASCO ATENAS C2PCS FACA E GARFO";"800";"3,000";"83,97";"83,97"
"19520";"JG CHUR ATENAS 2PC FACA GAR";"800";"14,000";"335,86";"335,86"
"38238";"JG CHURRAS ATENAS CHAIRA FACA GARFO";"800";"6,000";"197,40";"197,40"
"37029";"JG CHURRASCO ROMA 3 PCS FACA GARFO";"800";"8,000";"215,92";"215,92"
"33416";"JG CHURRASCO ROMA C3PCS FAC CHAIRA GARF";"800";"4,000";"159,96";"159,96"
"19521";"JG COL BARICHELLO BEGE 12PC";"800";"2,000";"39,80";"39,80"
"19522";"JG COL EM CASA TEM ASTANA 6PC";"800";"14,000";"251,86";"251,86"
"19523";"JG COL EM CASA TEM BERLIM 6PC";"800";"3,000";"38,97";"38,97"
"19524";"JG COL EM CASA TEM BERLIM 6PC VER";"800";"4,000";"51,96";"51,96"
"19525";"JG COL EM CASA TEM INOX SILVER 6PC";"800";"5,000";"79,95";"79,95"
"6587";"JG COPO NADIR ARUBA 6UN 465ML CRISTAL";"800";"3,000";"137,97";"137,97"
"19530";"JG FACA EM CASA TEM BERLIM 6PC VER";"800";"4,000";"51,96";"51,96"
"19531";"JG FACA EM CASA TEM INOX SILVER 6PC";"800";"3,000";"44,97";"44,97"
"9686";"JG FRIGIDEIRA TRAMONTINA TURIM 2PC CHUMBO";"800";"19,000";"1.328,10";"1.325,10"
"9687";"JG FRIGIDEIRA TRAMONTINA TURIM 2PC VERMELHA";"800";"21,000";"1.467,90";"1.467,90"
"19534";"JG GAR EM CASA TEM ASTANA 6PC";"800";"4,000";"71,96";"71,96"
"19535";"JG GAR EM CASA TEM BERLIM 6PC";"800";"4,000";"51,96";"51,96"
"19536";"JG GAR EM CASA TEM BERLIM 6PC VER";"800";"5,000";"64,95";"64,95"
"19537";"JG GAR EM CASA TEM INOX SILVER 6PC";"800";"2,000";"31,98";"31,98"
"19538";"JG GAR SOB INOX SILVER 6PC";"800";"6,000";"83,94";"83,94"
"19539";"JG GEOMETRICO C/4 LEOELEO-4163";"800";"4,000";"55,96";"55,96"
"19549";"JG PARAFS C BUCHA 6X30MM";"800";"3,000";"23,97";"23,97"
"33402";"JG PARAFUSO PITAO C BUCHA C12PCS 6X30MM";"800";"7,000";"48,93";"48,93"
"33403";"JG PARAFUSO PITAO C BUCHA C12PCS 8X40MM";"800";"10,000";"109,90";"109,90"
"33419";"JG PARAFUSOS C BUCHA 8X40MM ACO FORTE";"800";"4,000";"47,96";"47,96"
"33948";"JG PINCEIS CABO PLASTICO C3";"800";"1,000";"9,99";"9,99"
"19541";"JG QUEM QUEM-CARDS";"800";"1,000";"12,99";"12,99"
"37051";"JG ROLOS PANO LIMPEZA C 50 CADA";"800";"8,000";"143,92";"143,92"
"19542";"JG SHERLOCK CARDS UM JOGO DETETIVE";"800";"1,000";"12,99";"12,99"
"35885";"JG TALHERES ORIGINAL PT C 25 PCS";"800";"3,000";"89,70";"89,70"
"36445";"JG TALHERES ORIGINAL VERMELHO C 25";"800";"8,000";"239,20";"239,20"
"33261";"JG TOALHA 4 PCS GARDEN FILME AZUL CETIM";"800";"1,000";"49,90";"49,90"
"33263";"JG TOALHA 4 PCS GARDEN FILME GENGIBRE";"800";"3,000";"149,70";"149,70"
"33262";"JG TOALHA 4 PCS GARDEN FILME IPE ROSA";"800";"3,000";"149,70";"149,70"
"35331";"JG TRAMON CHAVES DE FENDA 5PCS";"800";"1,000";"23,50";"23,50"
"35328";"JG TRAMON CHAVES DE FENDA 7PCS";"800";"1,000";"41,59";"41,59"
"19547";"JG XICARA CAFE 80ML 6PC";"800";"3,000";"50,97";"50,97"
"19545";"JG XICARA CAFE MOROCCO LINES 90ML 5PC";"800";"9,000";"143,91";"143,91"
"19546";"JG XICARA CAFE ROBUSTA LISA 85ML 6PC";"800";"4,000";"87,96";"87,96"
"36532";"JORNAL CIDADE";"800";"106,000";"424,00";"424,00"
"31248";"JORNAL CORREIO DO POVO SEG SEX ";"800";"1,000";"6,00";"6,00"
"36348";"JORNAL FOLHA DE SAO BORJA";"800";"76,000";"266,00";"266,00"
"3831";"KEEP COOLER CLASSIC CITRUS 275ML";"800";"15,000";"138,53";"138,53"
"58";"KEEP COOLER CLASSIC COLADA 275ML";"800";"7,000";"62,93";"62,93"
"61";"KEEP COOLER CLASSIC MORANGO 275ML";"800";"16,000";"147,52";"147,52"
"65";"KEEP COOLER CLASSIC PESSEGO 275ML";"800";"40,000";"361,44";"361,44"
"69";"KEEP COOLER CLASSIC TANGERINA 275ML";"800";"7,000";"62,93";"62,93"
"70";"KEEP COOLER CLASSIC UVA 275ML";"800";"34,000";"309,80";"309,79"
"2501";"KETCHUP ELEFANTE SQ 350G TRAD";"800";"467,000";"3.787,73";"3.784,73"
"34840";"KETCHUP FUGINI SH 180G";"800";"1.537,000";"3.827,13";"3.827,13"
"2480";"KETCHUP FUGINI SH 300G TRAD";"800";"646,000";"3.075,74";"3.075,74"
"2477";"KETCHUP FUGINI SH C BICO 180G PICANTE";"800";"806,000";"2.232,34";"2.232,34"
"2461";"KETCHUP FUGINI SH C BICO 180G TRAD";"800";"377,000";"1.092,13";"1.092,13"
"845";"KETCHUP HEINZ 1 033KG";"800";"24,000";"479,76";"479,76"
"2512";"KETCHUP HEINZ 397G BACON CEB CARAM";"800";"51,000";"974,86";"974,86"
"2516";"KETCHUP HEINZ 397G TRAD";"800";"167,000";"3.146,61";"3.146,61"
"37036";"KETCHUP HEINZ 743G TRAD";"800";"667,000";"11.526,33";"11.522,33"
"2507";"KETCHUP HELLMANNS BISN 380G PICANTE";"800";"64,000";"1.188,84";"1.188,84"
"2519";"KETCHUP HELLMANNS BISN 380G TRAD";"800";"98,000";"1.665,02";"1.665,02"
"33904";"KETCHUP HELLMANNS SUPREME 390G";"800";"20,000";"352,80";"352,80"
"791";"KETCHUP KETDOG BD 3KG";"800";"238,000";"3.805,62";"3.805,62"
"802";"KETCHUP ODERICH BD 3KG";"800";"39,000";"1.558,35";"1.558,35"
"2493";"KETCHUP ODERICH BISN 200G PICANTE";"800";"457,000";"2.189,03";"2.189,03"
"2499";"KETCHUP ODERICH BISN 400G PICANTE";"800";"295,000";"2.151,65";"2.151,65"
"2497";"KETCHUP ODERICH BISN 400G TRAD";"800";"767,000";"5.617,53";"5.617,53"
"2491";"KETCHUP ODERICH BISNAG 200G TRAD";"800";"2.412,000";"11.346,50";"11.345,70"
"803";"KETCHUP ODERICH SH 1K";"800";"608,000";"5.919,92";"5.810,92"
"2484";"KETCHUP ODERICH SH 200G";"800";"2.940,000";"11.730,60";"11.730,60"
"805";"KETCHUP ODERICH SH 7G C 140 UN";"800";"56,000";"1.117,37";"1.117,37"
"36370";"KETCHUP SALSARET TOP DOWN BAC CEB 3";"800";"93,000";"1.018,74";"1.018,74"
"35684";"KETCHUP SALSARETTI T DOWN 380G TRAD";"800";"98,000";"1.073,78";"1.073,78"
"35643";"KETCHUP SALSARETTI TOP DOWN 380G PICANHA";"800";"95,000";"1.039,73";"1.039,73"
"36385";"KETCHUP SALSARETTI TOP DOWN COSTELA";"800";"68,000";"744,44";"744,44"
"31251";"KETCHUP TRAD VAL 1 010K";"800";"405,000";"5.055,67";"5.055,67"
"6598";"KIMELEKA ACRILEX C/GLITTE SORT 180G ";"800";"36,000";"467,64";"467,64"
"6599";"KIMELEKA ACRILEX SLIME ARTKIDS 180G ";"800";"2,000";"21,98";"21,98"
"6600";"KIMELEKA ACRILEX SORT DINOSSAU 180G ";"800";"27,000";"447,93";"447,93"
"2698";"KIMILHO YOKI 500G FLOCAO";"800";"257,000";"2.034,43";"2.034,43"
"19559";"KIT 2 DET PO TIXAN 800G AMAC CONC 500ML";"800";"17,000";"363,63";"363,63"
"19561";"KIT 2 LAP BOR CAPA ACRILEX 9678";"800";"20,000";"259,80";"259,80"
"19562";"KIT 2 LAP/BORA/APONTA ACRILEX-9679";"800";"51,000";"585,99";"585,99"
"38290";"KIT 2 MEIAS SOQUETE NATURAL FIO 15";"800";"65,000";"714,35";"714,35"
"36796";"KIT 3 CALCINHA TRIFIL AF BIQUINI";"800";"2,000";"91,98";"91,98"
"19567";"KIT 3 MEIAS 23/26 CZ/PT/AZ";"800";"2,000";"39,98";"39,98"
"19568";"KIT 3 MEIAS 23/26 RS/CZ/PT";"800";"2,000";"39,98";"39,98"
"19569";"KIT 3 MEIAS 27/30 CZ/PT/AZ";"800";"2,000";"39,98";"39,98"
"19570";"KIT 3 MEIAS 31/34 CZ/PT/AZ";"800";"1,000";"19,99";"19,99"
"19574";"KIT 3 MEIAS ADUL 39/42 BC/CZ/PT";"800";"8,000";"159,92";"159,92"
"19575";"KIT 3 MEIAS CANO CURTO ESPORTIVA 34/38";"800";"1,000";"19,99";"19,99"
"19576";"KIT 3 MEIAS CANO CURTO ESPORTIVA 34/38 CZ/PT";"800";"3,000";"59,97";"59,97"
"38287";"KIT 3 MEIAS CANO CURTO ESTAMPADA";"800";"98,000";"1.469,02";"1.469,02"
"38286";"KIT 3 MEIAS CANO CURTOLISA 34 39";"800";"189,000";"2.833,11";"2.833,11"
"38300";"KIT 3 MEIAS CANO LONGO 39 44 BRASIL";"800";"43,000";"644,57";"644,57"
"19577";"KIT 3 MEIAS CURTA 23/26 BC/AZ/PT";"800";"2,000";"39,98";"39,98"
"19578";"KIT 3 MEIAS CURTA 23/26 RS/BC/AZ";"800";"2,000";"39,98";"39,98"
"19580";"KIT 3 MEIAS CURTA 27/30 BC/AZ/PT";"800";"5,000";"99,95";"99,95"
"19582";"KIT 3 MEIAS CURTA 27/30 RS/CZ/PT";"800";"6,000";"119,94";"119,94"
"19584";"KIT 3 MEIAS CURTA 34/39 RS/CZ/PT";"800";"1,000";"19,99";"19,99"
"38301";"KIT 3 MEIAS ESPORT 34 39 CANO MD LS";"800";"327,000";"4.901,73";"4.901,73"
"38302";"KIT 3 MEIAS ESPORT 39 42 CANO MEDIO";"800";"351,000";"5.261,49";"5.261,49"
"38298";"KIT 3 MEIAS ESPORT 39 44 BC LISTRAS";"800";"67,000";"1.875,33";"1.875,33"
"38294";"KIT 3 MEIAS ESPORT 39 44 BC PT CZ";"800";"81,000";"2.267,19";"2.267,19"
"19586";"KIT 3 MEIAS ESPORT PREMIUM 34 38 RS BC";"800";"2,000";"39,98";"39,98"
"19587";"KIT 3 MEIAS ESPORT PREMIUM 39 44 BC";"800";"2,000";"39,98";"39,98"
"38362";"KIT 3 MEIAS ESPORT PT BC CZ 39 44";"800";"95,000";"1.424,05";"1.424,05"
"19589";"KIT 3 MEIAS ESPORTIVA 34/38 RS/BC";"800";"6,000";"119,94";"119,94"
"38296";"KIT 3 MEIAS ESPORTIVA 39 44 PT";"800";"54,000";"1.511,46";"1.511,46"
"19590";"KIT 3 MEIAS ESPORTIVA 39/44 BC";"800";"1,000";"19,99";"19,99"
