CODIGO_PRODUTO;DESCRICAO_PRODUTO;QTD_INCINERADA;CODIGO_FORNECEDOR;FORNECEDOR
207;CERV SCHIN PILSEN LT 473ML;3773;14469;CARLOS CANCIAN E CIA LTDA
3;REFRE PO TANG 18G LARANJA;1847;10617;MENON COMERCIO E REPRESENTACOES LTDA
5224;CR DEN COLGATE TT12 90G CLEAR MINT;1605;15318;PODAL IND E COM DE ALIMENTOS LTDA
3424;CREME LEITE TERRA VIVA TP 200G;1557;3022;COOPEROESTE-COOP.REG.DE COM.DO EXT.OESTE
847;REFRIG COCA COLA PET 600ML;1481;15441;SPAL IND BRAS BEBIDAS AS
213;CERV SKOL PILSEN LT 473ML;1441;9638;CRBS AS CDD PELOTAS
22630;QJO RALADO DA SERRA 40G;1405;19525;EPG COMERCIO DE ALIMENTOS LTDA
93;REFRE PO FRISCO 18G MORANGO C IOG;1371;8702;CAFE TRES CORACOES S.A
151;CERV BOHEMIA LT 473ML;1355;9638;CRBS AS CDD PELOTAS
10;REFRIG COCA COLA PET 2L;1306;15441;SPAL IND BRAS BEBIDAS AS
889;REFRIG COCA COLA LT 350ML;1247;15441;SPAL IND BRAS BEBIDAS AS
156;CERV BUDWEISER LT 473ML;1211;9638;CRBS AS CDD PELOTAS
956;AGUA COCO KERO COCO TP 200ML;1164;10124;PEPSICO DO BRASIL LTDA
750;ACUCAR CRISTAL GASPARIN 5KG;1028;6158;GASPARIN CEREAIS LTDA ME
152;CERV BRAHMA CHOPP LT 473ML;1001;9638;CRBS AS CDD PELOTAS
47;REFRE PO TANG 18G UVA INTENSA;996;10617;MENON COMERCIO E REPRESENTACOES LTDA
5;REFRE PO TANG 18G UVA;995;10617;MENON COMERCIO E REPRESENTACOES LTDA
3685;MIST LACTEA COND ITALAC TP 395G;971;3075;GOIASMINAS INDUSTRIA DE LATICINIOS LTDA
852;REFRIG FANTA LARANJA PET 600ML;950;15441;SPAL IND BRAS BEBIDAS AS
144;CERV AMSTEL LAGER LT 473ML;884;14469;CARLOS CANCIAN E CIA LTDA
2745;FARINHA TRIGO MARIA INES 1KG;866;6560;ANTONIAZZI & CIA LTDA
793;REFRIG COCA COLA E FANTA LARANJA 2L;859;15441;SPAL IND BRAS BEBIDAS AS
98;REFRE PO CLIGHT 8G TANGERINA;842;10617;MENON COMERCIO E REPRESENTACOES LTDA
46;REFRE PO TANG 18G TANGERINA;788;10617;MENON COMERCIO E REPRESENTACOES LTDA
893;REFRIG COCA COLA ZERO LT 350ML;779;15441;SPAL IND BRAS BEBIDAS AS
177;CERV ITAIPAVA PILSEN LT 473ML;766;5391;CERVEJARIA PETROPOLIS S/A
859;REFRIG PEPSI PET 600ML;763;9638;CRBS AS CDD PELOTAS
147;CERV ANTARCTICA PILSEN LT 473ML;758;9638;CRBS AS CDD PELOTAS
903;REFRIG PEPSI BLACK LT 350ML;750;9638;CRBS AS CDD PELOTAS
2920;ACHOC LIQ TODDYNHO 200ML;723;10124;PEPSICO DO BRASIL LTDA
389;ENERG MONSTER LT 473ML GREEN;718;15441;SPAL IND BRAS BEBIDAS AS
35721;FEIJAO PRETO SABOROSO 1KG;704;19188;ALP ALIMENTOS LTDA
13708;BOMBOM LACTA SONHO VALSA 20G;681;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
862;REFRIG SPRITE PET 600ML;663;15441;SPAL IND BRAS BEBIDAS AS
39;REFRE PO TANG 18G LARANJA DOCINHA;661;10617;MENON COMERCIO E REPRESENTACOES LTDA
223;CERV THEREZOPOLIS LAGER LT 473ML GOLD;655;15441;SPAL IND BRAS BEBIDAS AS
2722;FARINHA TRIGO PANFACIL TP1 1KG;651;16900;MOINHO ESTRELA LTDA
904;REFRIG PEPSI LT 350ML;626;9638;CRBS AS CDD PELOTAS
161;CERV CRYSTAL PILSEN LT 473ML;612;5391;CERVEJARIA PETROPOLIS S/A
867;REFRIG COCA COLA ZERO LT 310ML C6;607;15441;SPAL IND BRAS BEBIDAS AS
33369;CHOC BARRA LACTA RECH CARAMELO 104G;604;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
145;CERV ANTARCTICA SUBZERO LT 473ML;601;9638;CRBS AS CDD PELOTAS
2146;ARROZ BCO BLUECHEFF TP1 5KG;593;16992;BLUE CHEFF ALIMENTOS LTDA
119;REFRE PO FRISCO 18G MARACUJA;591;8702;CAFE TRES CORACOES S.A
97;REFRE PO CLIGHT 8G MORANGO;589;10617;MENON COMERCIO E REPRESENTACOES LTDA
41;REFRE PO TANG 18G LIMAO;578;10617;MENON COMERCIO E REPRESENTACOES LTDA
167;CERV GLACIAL PILSEN LT 473ML;577;14469;CARLOS CANCIAN E CIA LTDA
299;CERV BRAHMA ZERO LT 350ML;575;9638;CRBS AS CDD PELOTAS
3862;SAL MOIDO PREMIUM 1KG;561;17001;CENTRO SUL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA
38;REFRE PO TANG 18G GUARANA;559;10617;MENON COMERCIO E REPRESENTACOES LTDA
37;REFRE PO TANG 18G GOIABA;544;10617;MENON COMERCIO E REPRESENTACOES LTDA
163;CERV EISENBAHN PILSEN LT 473ML;542;15441;SPAL IND BRAS BEBIDAS AS
12228;ACUCAR CRISTAL DOCESUCAR 5KG;535;15947;ACUCAREIRA ENERGY LTDA
861;REFRIG PEPSI BLACK PET 600ML;530;9638;CRBS AS CDD PELOTAS
747;ACUCAR CRISTAL GASPARIN 2KG;528;6158;GASPARIN CEREAIS LTDA ME
18471;FEIJAO VERM FLOR PARANA 1K;523;16998;OSVALDO SALAMAIA JUNIOR CEREAIS LTDA
96;REFRE PO CLIGHT 8G MARACUJA;518;10617;MENON COMERCIO E REPRESENTACOES LTDA
2919;ACHOC LIQ TODDYNHO 200ML LEVINHO;514;10124;PEPSICO DO BRASIL LTDA
2758;MAIONESE LIZA SH 196G;507;15139;CARGIL AGRICOLA S A GOIANI
1034;BISC PIRAQUE GERGELIM 215G;499;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
188;CERV POLAR EXPORT LT 473ML;491;9638;CRBS AS CDD PELOTAS
830;REFRIG SPRITE PET 2L;486;15441;SPAL IND BRAS BEBIDAS AS
574;ENERG HIPERTENSAO PET 2L TROPICAL;479;12144;SOPPELL IND E COM BEBIDAS EIRELI
169;CERV HEINEKEN LT 473ML;466;14469;CARLOS CANCIAN E CIA LTDA
75;REFRE PO CLIGHT 8G ABACAXI;465;10617;MENON COMERCIO E REPRESENTACOES LTDA
154;CERV BRAHMA DUPLO MALTE LT 473ML;463;9638;CRBS AS CDD PELOTAS
18461;FEIJAO CARIOCA FLOR PARANA 1K;454;16998;OSVALDO SALAMAIA JUNIOR CEREAIS LTDA
179;CERV ORIGINAL LT 473ML;449;9638;CRBS AS CDD PELOTAS
45;REFRE PO TANG 18G MORANGO;447;10617;MENON COMERCIO E REPRESENTACOES LTDA
22135;POPCORN YOKI PRESUNTO 100G;444;3528;FABIANO ZAFFALON E CIA.
22130;POPCORN YOKI CHEDDAR 95G;442;3528;FABIANO ZAFFALON E CIA.
1289;CHOC BARRA NESTLE 80G PRESTIGIO;432;15134;NESTLE BRASIL LTDA
178;CERV KAISER LT 473ML;431;15441;SPAL IND BRAS BEBIDAS AS
23212;SAL MOIDO 5 ESTRELAS 1KG;428;9211;REFINARIA DE SAL GARCA LTDA
190;REFRE PO GLUP 15G TANGERINA;423;4968;ENOVA FOODS AS
1371;CHOC STICK 25G SONHO VALSA;415;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
763;ACUCAR CRISTAL SAO JOAO 5KG;412;9585;JMARTINS DO BRASIL LTDA
1284;CHOC BARRA LACTA DIAM NEGRO 80G;411;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1559;COBER COBERTOP M AMARG GOTAS 1 01KG;398;9629;ZD ALIMENTOS S.A.
4;REFRE PO TANG 18G ABACAXI;394;10617;MENON COMERCIO E REPRESENTACOES LTDA
92;REFRE PO FRISCO 18G MARACUJA C IOG;392;8702;CAFE TRES CORACOES S.A
746;ACUCAR CRISTAL GASPARIN 1KG;378;6158;GASPARIN CEREAIS LTDA ME
824;REFRIG PEPSI PET 2L BLACK;378;9638;CRBS AS CDD PELOTAS
759;REFRIG ANTARCTICA GUARANA PET 200ML;377;9638;CRBS AS CDD PELOTAS
182;REFRE PO GLUP 15G GUARANA;375;4968;ENOVA FOODS AS
790;REFRIG CHARRUA GUARANA PET 2L;371;15441;SPAL IND BRAS BEBIDAS AS
44;REFRE PO TANG 18G MARACUJA;370;10617;MENON COMERCIO E REPRESENTACOES LTDA
849;REFRIG COCA COLA PET 600ML ZERO;367;15441;SPAL IND BRAS BEBIDAS AS
887;REFRIG ANTARCTICA GUARANA LT 350ML;362;9638;CRBS AS CDD PELOTAS
3632;GELATINA ROYAL 25G ABACAXI;360;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
42;REFRE PO TANG 18G MANGA;360;10617;MENON COMERCIO E REPRESENTACOES LTDA
2739;FARINHA TRIGO PANFACIL PREM TP1 1KG TP1;354;16900;MOINHO ESTRELA LTDA
219;CERV STELLA ARTOIS LT 473ML;353;9638;CRBS AS CDD PELOTAS
735;REFRIG COCA COLA LT 220ML S ACUCAR;340;15441;SPAL IND BRAS BEBIDAS AS
795;REFRIG COCA COLA PET 2L ZERO;334;15441;SPAL IND BRAS BEBIDAS AS
1546;BISC RECH OREO 144G ORIGINAL;334;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
3832;AZEIT OLIV BORGES ESPANHOL VD 500ML;322;15139;CARGIL AGRICOLA S A GOIANI
825;REFRIG PEPSI PET 2L;322;9638;CRBS AS CDD PELOTAS
357;CHA LEAO MATTE PET 1 5L LIMAO;314;15441;SPAL IND BRAS BEBIDAS AS
1591;BISC SALG CLUB SOCIAL RECHEADO 106G REQUEIJAO;314;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
908;REFRIG SODA LIMONADA LT 350ML;302;9638;CRBS AS CDD PELOTAS
1103;BATATA PALHA BOA TRAD 80G;301;5968;MR COOK ATACADO D PROD ALIMENTICIOS LTDA
762;REFRIG COCA COLA PET 200ML;299;15441;SPAL IND BRAS BEBIDAS AS
776;REFRIG PEPSI COLA PET 200ML BLACK;297;9638;CRBS AS CDD PELOTAS
309;CERV PROVINCIA MALZBIER ZR LT 473ML;296;4488;CIA ANDINA INDUSTRIA DE BEBIDAS LTDA
772;REFRIG FRUKI PET 200ML LARANJINHA;292;6424;BEBIDAS FRUKI LTDA
1267;CHOC BARRA LACTA 80G AMARO 40 CACAU;290;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1626;BOLO BAUDUCCO 40G DUPLO CHOC;279;5471;PANDURATA ALIMENTOS LTDA
1258;CHOC BARRA LACTA 80G SHOT;273;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
573;ENERG HIPERTENSAO PET 2L CITRUS;272;12144;SOPPELL IND E COM BEBIDAS EIRELI
1313;CHOC LACTA 145G LAKA DIAMANTE N;270;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1411;BISC LEITE PIRAQUE 80G MALT COBERTO;269;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
34767;CROISSANT 7DAYS 45G MORANGO;263;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1246;CHOC BARRA NEUGEBAUER AMENDOLAT 80G;262;6703;VONPAR ALIMENTOS S.A
2759;FARINHA TRIGO MARIA INES 1KG C FERM;260;6560;ANTONIAZZI & CIA LTDA
3401;BARRA CEREAL RITTER 25G BANANA ZR ACUC;259;5666;RITTER ALIMENTOS S.A.
164;CERV EST GALICIA P MALTE LT 473ML;255;15441;SPAL IND BRAS BEBIDAS AS
2717;FARINHA TRIGO FIDALGA 1KG;254;16900;MOINHO ESTRELA LTDA
216;CERV SPATEN PURO MALTE LT 473ML;252;9638;CRBS AS CDD PELOTAS
1261;BISC COOKIE LACTA 80G ORIGINAL;252;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1537;COBER COBERTOP 1 01KG CONF AO LEITE;251;9629;ZD ALIMENTOS S.A.
891;REFRIG COCA COLA LT 310ML;251;15441;SPAL IND BRAS BEBIDAS AS
1608;BISC SALG CLUB SOCIAL CROSTINI 80G ORIGINAL;246;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1638;TORRADA ISABELA 142G TRAD;242;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
355;CHA LEAO VERDE LIMAO PET 450ML;240;15441;SPAL IND BRAS BEBIDAS AS
99;REFRE PO CLIGHT 8G UVA;239;10617;MENON COMERCIO E REPRESENTACOES LTDA
2767;MAIONESE HELLMANNS SH 200G;239;17017;ZAFFALON E CIA LTDA
1574;BISC SALG PIRAQUE 50G ANEIS CEBOLA;239;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
900;REFRIG FYS LT 350ML LARANJA;238;14469;CARLOS CANCIAN E CIA LTDA
1609;BISC SALG CLUB SOCIAL CROSTINI 80G QUEIJO PARM VEG;236;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
2749;FARINHA TRIGO MARIA INES 5KG;233;6560;ANTONIAZZI & CIA LTDA
22637;QJO RAL PRESIDENTE 50G;233;9379;LACTALIS BRASIL COM IMP EXP LTDA
1962;BIS LACTA 100 8G BRANCO;227;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1584;BISC SALG PIRAQUE 60G ORIGINAL;225;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
954;AGUA COCO KERO COCO TP 1L;223;10124;PEPSICO DO BRASIL LTDA
1501;BOMBOM MUMU KIDS SORT 187 2G;223;6703;VONPAR ALIMENTOS S.A
1182;BISC COOKIE PIRAQUE 80G CHOCOLATE;221;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
193;CERV PROVINCIA PILSEN PREM LT 473ML;221;4488;CIA ANDINA INDUSTRIA DE BEBIDAS LTDA
1148;PAO DE MEL BAUDUCCO 30G;221;15497;PANDURATA ALIMENTOS LTDA
33866;BISC RECH OREO SELENA GOMEZ 90G;221;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1639;TORRADA ISABELA 142G MULTIGRAO;219;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
358;CHA LEAO MATTE PET 1 5L NATURAL;219;15441;SPAL IND BRAS BEBIDAS AS
2394;MILHO VERDE FUGINI SH 170G;217;5791;FUGINI ALIMENTOS LTDA
2577;MOLHO TOM FUGINI SH 300G ZERO;212;5791;FUGINI ALIMENTOS LTDA
20391;MAIONESE LIZA CASEIRA 450G;211;15139;CARGIL AGRICOLA S A GOIANI
1311;CHOC LACTA INTENSE 85G 40 AMEND FRAMB;207;4304;MONDELEZ BRASIL LTDA
303;CERV HEINEKEN ZERO LN 330ML;207;14469;CARLOS CANCIAN E CIA LTDA
1525;BISC RECH ISABELA MOUSSE 130G LIMAO E CHOC;206;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1541;COBER COBERTOP 1 01KG CONF BLEND;206;9629;ZD ALIMENTOS S.A.
12237;ACUCAR REFINADO GASPARIN 1KG;203;6158;GASPARIN CEREAIS LTDA ME
1013;BATATA PALHA YOKI TRAD 70G;200;3528;FABIANO ZAFFALON E CIA.
760;ACUCAR CRISTAL SAO JOAO 2KG;198;9585;JMARTINS DO BRASIL LTDA
378;REFRE FRUKITO PET 200ML FRUTAS CITRICAS;194;6424;BEBIDAS FRUKI LTDA
778;REFRIG PEPSI COLA PET 200ML;194;9638;CRBS AS CDD PELOTAS
20322;MAC INST ISABELA 70G GAL ZR FRITURA;194;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1418;BISC MAIZENA PIRAQUE 175G;194;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
149;CERV BELLAVISTA LAGER LT 473ML;193;6424;BEBIDAS FRUKI LTDA
2448;SARDINHA NAUTIQUE 125G OLEO;193;4083;SMG INDUSTRIAL LTDA
3713;TEMP KITANO MAIS SABOR 60G FEIJAO;190;3528;FABIANO ZAFFALON E CIA.
100;REFRE PO FRISCO 18G TANGERINA;189;8702;CAFE TRES CORACOES S.A
764;REFRIG COCA COLA PET 200ML ZERO;189;15441;SPAL IND BRAS BEBIDAS AS
101;REFRE PO FRISCO 18G UVA;187;8702;CAFE TRES CORACOES S.A
1409;BISC LEITE PIRAQUE 132G BLACK MALT;187;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1339;CHOC NEUGEBAUER REFEICAO 45G;183;6703;VONPAR ALIMENTOS S.A
1259;BISC COOKIE LACTA 80G LAKA;183;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
34780;SALG EL DORO QJO NACHO 100G;182;4879;SEMALO IND E COMERCIO ALIMENTOS LTDA
1674;WAFER ISABELA CHOCKS 100 8G CHOC;182;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
784;REFRIG ANTARCTICA GUARANA PET 2L;181;9638;CRBS AS CDD PELOTAS
576;ENERG HIPERTENSAO PET 2L ORIGINAL;179;12144;SOPPELL IND E COM BEBIDAS EIRELI
23441;SALPASTELINA TRAD 100G;171;17075;PRODUTOS ALIMENTICIOS PASTELINA LTDA
20609;MAS ESPAG ISABELA SEMOLA 400G;170;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
159;CERV CORONA EXTRA LT 473ML;170;9638;CRBS AS CDD PELOTAS
121;CERV BRAHMA CHOPP GF 300ML RETORNAVEL;169;9638;CRBS AS CDD PELOTAS
1614;BISC SALG ISABELA 320G COQUETEL;167;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
886;REFRIG ANTARCTICA GUAR LT 350ML ZR;165;9638;CRBS AS CDD PELOTAS
660;SUCO KAPO 200ML FRUT CITRICAS;163;15441;SPAL IND BRAS BEBIDAS AS
833;REFRIG SUKITA PET 2L UVA;162;9638;CRBS AS CDD PELOTAS
2437;POPCORN YOKI 100G BACON;162;3528;FABIANO ZAFFALON E CIA.
37525;BIS LACTA 63G AO LEITE;158;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
2569;MOLHO TOM POMODORO SH 300G TRAD;158;15139;CARGIL AGRICOLA S A GOIANI
734;REFRIG COCA COLA LT 220ML;156;15441;SPAL IND BRAS BEBIDAS AS
911;REFRIG ANTARCTICA GUARANA PET 200ML ZERO;156;9638;CRBS AS CDD PELOTAS
1338;CHOC NEUGEBAUER NAPOLITANO 70G;155;6703;VONPAR ALIMENTOS S.A
34;AGUA MIN DA PEDRA PET 500ML C GAS;155;6424;BEBIDAS FRUKI LTDA
33256;REFRIG CHARRUA PET 200ML GUARANA;154;15441;SPAL IND BRAS BEBIDAS AS
1595;MARSHMALLOWS FOFS 220G DINOS;151;7493;FLORESTAL ALIMENTOS S.A.
34768;CROISSANT 7DAYS 45G LAKA;149;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1407;BISC LEITE ISABELA 350G CHOC;147;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
12233;ACUCAR DEMERARA GASPARIN 1KG;147;6158;GASPARIN CEREAIS LTDA ME
376;REFRE FRUKITO PET 500ML UVA;146;6424;BEBIDAS FRUKI LTDA
741;REFRIG COCA COLA PET ZERO 1 5L;146;15441;SPAL IND BRAS BEBIDAS AS
3872;CERV STELLA ARTOIS LT 473ML P GOLD;145;9638;CRBS AS CDD PELOTAS
2413;MILHO PIPOCA YOKI 400G TRAD;144;11112;ATACADAO S.A.
1551;COBER COBERTOP 1 01KG AO LEIT GOTAS;143;9629;ZD ALIMENTOS S.A.
1677;WAFER AMANDITA 200G CREME C CACAU;143;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1327;CHOC LACTA INTENSE 40 ORIG 85G;142;4304;MONDELEZ BRASIL LTDA
1266;CHOC BARRA LACTA 80G DIAMAN NEGR LAK;141;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
901;REFRIG FYS LT 350ML GUARANA;141;14469;CARLOS CANCIAN E CIA LTDA
1683;CONFEITO MMS 45G AMENDOIM;140;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA
8523;SUCO DEL VALLE FRUT PET 450ML LARANJA;140;15441;SPAL IND BRAS BEBIDAS AS
20381;MAIONESE HELLMANNS PET SUPREME 330G;139;17017;ZAFFALON E CIA LTDA
875;REFRIG FRUKI LT 350 ML COLA ZR;138;6424;BEBIDAS FRUKI LTDA
1613;BISC SALG ISABELA 350G PIC NIC;138;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
757;ACUCAR CRISTAL SAO JOAO 1KG;138;9585;JMARTINS DO BRASIL LTDA
1493;BISC RECH TRAKINAS 126G CHOC MORANGO;136;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
769;REFRIG FRUKI GUARANA PET 200ML GUARANA;135;6424;BEBIDAS FRUKI LTDA
1245;CHOC BARRA NEUGEBAUER 80G FLOCOS;133;6703;VONPAR ALIMENTOS S.A
806;REFRIG FANTA LARANJA PET 2L;133;15441;SPAL IND BRAS BEBIDAS AS
1307;CHOC LACTA INTENSE 85G 40 C AMENDOAS;132;4304;MONDELEZ BRASIL LTDA
36;AGUA MIN CRYSTAL PET 500ML C GAS;132;15441;SPAL IND BRAS BEBIDAS AS
3202;SALG BATATA YOKITOS LISA 45G;132;3528;FABIANO ZAFFALON E CIA.
1406;BISC LEITE ISABELA 350G TRAD;130;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
12598;ARROZ BCO PREDILECTO 5K;129;17079;GAITEIRO ALIMENTOS LTDA
192;REFRE PO GLUP 15G UVA;129;4968;ENOVA FOODS AS
3003;AVEIA FLOCOS FINOS QUAKER 165G;127;10124;PEPSICO DO BRASIL LTDA
3714;TEMP KITANO MAIS SABOR 60G AVES;127;3528;FABIANO ZAFFALON E CIA.
3596;TEMP LOURO PO KITANO 12G;127;3528;FABIANO ZAFFALON E CIA.
761;REFRIG ANTAR SODA LIMONAD PET 200ML;126;9638;CRBS AS CDD PELOTAS
77;REFRE PO CLIGHT 8G LIMONADA;126;10617;MENON COMERCIO E REPRESENTACOES LTDA
4006;RACAO CAO PEDDY 5KG CARNE;126;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA
2519;KETCHUP HELLMANNS BISN 380G TRAD;124;17017;ZAFFALON E CIA LTDA
3345;COBERT TRIVIALY 270G CARAMELO;124;16038;TRIVIALY ALIMENTOS
13714;BOMBOM NEUGEBAUER HITS 200G;123;6703;VONPAR ALIMENTOS S.A
17339;LAVA ROUPAS LIQ BARBAREX 5L;122;17069;SENIR EMBALAGENS LTDA
3302;SALG BOLINHA YOKITOS 45G QUEIJO;122;3528;FABIANO ZAFFALON E CIA.
3219;SALG BATATA YOKITOS OND 90G CHURRASCO;119;3528;FABIANO ZAFFALON E CIA.
3456;SOPAO KITANO 196G FEIJ MAC BACON;119;3528;FABIANO ZAFFALON E CIA.
1244;CHOC BARRA NEUGEBAUER 80G CARAMELO;119;6703;VONPAR ALIMENTOS S.A
899;REFRIG FANTA UVA LT 350ML;119;15441;SPAL IND BRAS BEBIDAS AS
4603;CERV SOL PREMIUM LN 330ML ZERO;118;15441;SPAL IND BRAS BEBIDAS AS
1543;BISC RECH OREO 90G MILKSHAKE MOR;118;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
13709;BOMBOM LACTA SONHO OURO 220G;118;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
3414;BARRA CEREAL RITTER 22G CAST PARA;118;5666;RITTER ALIMENTOS S.A.
1426;CHOC BIS XTRA BLACK CHOCOLATE 45G;117;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1542;BISC RECH OREO 90G CHOC;116;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
773;REFRIG FRUKI PET 200ML LIMAO;115;6424;BEBIDAS FRUKI LTDA
23299;SALG BATATA WHAU ORIG C SAL 50G;115;4879;SEMALO IND E COMERCIO ALIMENTOS LTDA
2367;ERVILHA FUGINI SH 170G;114;5791;FUGINI ALIMENTOS LTDA
3461;SOPAO KITANO 196G LEGUM MACARRAO;114;3528;FABIANO ZAFFALON E CIA.
2755;FARINHA TRIGO PANFACIL 1KG C FERM;114;16900;MOINHO ESTRELA LTDA
841;REFRIG SPRITE 510ML FRESH LIMAO;113;15441;SPAL IND BRAS BEBIDAS AS
1380;CHOC BIBS STICKS 32G AVELA;113;6703;VONPAR ALIMENTOS S.A
804;REFRIG FANTA GUARANA PET 2L;111;15441;SPAL IND BRAS BEBIDAS AS
282;CERV MICHELOB ULTRA LN 330ML;111;9638;CRBS AS CDD PELOTAS
1384;BISC ISABELA 350G INTEG;110;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
209;CERV SKOL BEATS LT 269ML GIN TONICA;110;9638;CRBS AS CDD PELOTAS
766;REFRIG FANTA PET 200ML LARANJA;109;15441;SPAL IND BRAS BEBIDAS AS
733;REFRIG COCA COLA CAFE LT 220ML;109;15441;SPAL IND BRAS BEBIDAS AS
909;REFRIG SPRITE LT 350ML;108;15441;SPAL IND BRAS BEBIDAS AS
13072;BARR STO ANTONIO AMENDOBAR WHEY 40G ORIG;108;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
34587;SAL GROSSO SOUTO 1KG;108;17001;CENTRO SUL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA
78;AGUA SABORIZ H2OH PET 500ML LIMAO;107;9638;CRBS AS CDD PELOTAS
90;AGUA TONICA SCHWEPPES LT 350ML SA;107;15441;SPAL IND BRAS BEBIDAS AS
23383;SALG MAIS KRO QJO 100G;107;4879;SEMALO IND E COMERCIO ALIMENTOS LTDA
4604;CERV SPATEN LN 330ML;106;9638;CRBS AS CDD PELOTAS
13707;BOMBOM LACTA OURO BCO 20G;105;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1561;BISC SALG TUCS 100G QUEIJO;104;4296;CILASI ALIMENTOS S E A.
1101;BATATA PALHA BOA TRAD 400G;104;5968;MR COOK ATACADO D PROD ALIMENTICIOS LTDA
1641;TORRADA ISABELA 142G LIGHT;104;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1607;BISC SALG CLUB SOCIAL CROSTINI 80G TOMATE SEC SALS;103;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
13705;BOMBOM LACTA FAVORITOS 250 6G;102;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
16280;COB COBOP BCO BARRA 1 01K;102;9629;ZD ALIMENTOS S.A.
16281;COB COBOP BCO GOTAS 1 01K;102;9629;ZD ALIMENTOS S.A.
1321;CHOC LACTA 145G SHOT;101;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
191;CERV PROVINCIA MALZBIER LT 473ML;100;4488;CIA ANDINA INDUSTRIA DE BEBIDAS LTDA
3303;SALG CONCHINHA YOKITOS 54G QUEIJO;100;3528;FABIANO ZAFFALON E CIA.
1573;BISC SALG PIRAQUE 50G PEPPERONI;100;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1594;BISC SALG CLUB SOCIAL 6UN 141G PRESUNTO;100;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1964;BIS LACTA 100 8G LIMAO;99;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1587;BISC SALG PIRAQUE 138G INTEGRAL;99;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
1702;CONFEITO MMS 120G CRISPY;98;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA
34308;REFRIG COCA COLA PET 1L ZERO;98;15441;SPAL IND BRAS BEBIDAS AS
